category,amount,date,description
Shopping - Homewares,-295.24,15/03/2017,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta
Groceries - Supermarkets,-85.52,7/11/2015,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
Entertainment - Media Subscriptions,-80.89,24/12/2015,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla nequ
Work & Study - Course Fees,-106.60,8/09/2014,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum"
Household Utilities - Phone & Internet,-73.66,22/12/2016,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl."
Food & Drinks - Cafes & Coffee,-41.83,6/03/2016,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, le"
Household Utilities - Water,-7.47,25/05/2016,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem,"
Health & Beauty - Gyms & Fitness,-74.05,10/02/2016,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui
Shopping - Sports & Outdoor,-66.53,24/12/2016,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursu"
Holiday & Travel - Hotels & Accomodation,-34.84,26/11/2015,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rh
Shopping - Electronics & Appliances,-101.82,19/01/2015,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet s"
Banking & Finance - ATM Withdrawals,-15.64,27/02/2016,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus
Home - Services & Trades,-7.82,27/03/2017,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue
Shopping - Clothing & Fashion,-132.63,25/10/2017,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tin"
Work & Study - Other Work & Study,-358.27,16/01/2015,Curabitur convallis.
Shopping - Sports & Outdoor,-121.90,5/06/2017,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commod
Household Utilities - Water,-66.90,17/03/2016,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestib"
Home - Services & Trades,-5.65,19/09/2015,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibu
Entertainment - Events,-40.64,6/06/2016,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
Food & Drinks - Restaurants,-98.85,15/09/2014,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nu"
Household Utilities - Other Household Utilities,-60.38,27/11/2016,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis "
Work & Study - Books & Stationery,-28.61,19/06/2014,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
Work & Study - Books & Stationery,-49.15,18/07/2017,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.
Holiday & Travel - Vehicle Rentals,-146.94,12/07/2016,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla nequ
Shopping - Homewares,-8.33,18/01/2014,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla nequ
Food & Drinks - Cafes & Coffee,-112.81,2/11/2014,Donec dapibus.
Holiday & Travel - Flights,-184.26,18/05/2014,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tin"
Work & Study - Books & Stationery,-94.09,25/02/2015,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante "
Miscellaneous - Other,-10.52,2/03/2017,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.
Work & Study - Course Fees,-338.03,28/05/2015,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non veli
Banking & Finance - Loan Repayments,-11.33,10/01/2015,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.
Groceries - Liquor Stores,-87.42,27/10/2017,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor
Work & Study - Books & Stationery,-539.05,7/12/2014,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
Holiday & Travel - Hotels & Accomodation,-267.60,18/03/2017,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor conva
Food & Drinks - Takeaways,-75.74,22/07/2016,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibu
Work & Study - Books & Stationery,-102.90,11/07/2014,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla"
Shopping - Electronics & Appliances,-63.45,8/06/2016,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
Shopping - Sports & Outdoor,-133.51,24/05/2017,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, e"
Household Utilities - Water,-266.79,7/02/2016,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum ju"
Banking & Finance - ATM Withdrawals,-606.61,27/05/2017,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pr"
Shopping - Other Shopping,-158.31,11/06/2016,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, mal"
Food & Drinks - Restaurants,-26.55,2/05/2015,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget
Work & Study - Course Fees,-2.81,24/11/2014,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id "
Household Utilities - Other Household Utilities,-109.81,22/01/2016,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget
Transport - Taxi & Rideshare,-9.08,17/06/2016,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem,"
Work & Study - Books & Stationery,-107.63,21/09/2015,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum"
Health & Beauty - Eyewear,-93.98,31/12/2017,Duis bibendum.
Banking & Finance - ATM Withdrawals,-34.28,20/08/2016,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus ur
Shopping - Clothing & Fashion,-23.61,4/04/2014,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum ju"
Holiday & Travel - Hotels & Accomodation,-219.65,11/12/2017,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tris"
Banking & Finance - ATM Withdrawals,-33.15,13/08/2016,Nulla justo.
Transport - Public Transport,-116.08,6/05/2015,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Ves"
Food & Drinks - Other Food & Drinks,-208.53,4/02/2015,Nunc purus. Phasellus in felis.
Work & Study - Books & Stationery,-25.43,20/11/2014,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibu
Food & Drinks - Restaurants,-58.35,22/03/2014,In eleifend quam a odio. In hac habitasse platea dictumst.
Transport - Public Transport,-8.01,19/02/2014,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id "
Entertainment - Media Subscriptions,-89.18,15/12/2016,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis j
Work & Study - News & Subscriptions,-45.78,8/01/2014,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce la
Health & Beauty - Gyms & Fitness,-21.65,15/09/2016,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue qua
Home - Services & Trades,-142.47,8/05/2015,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac dia"
Food & Drinks - Other Food & Drinks,-3.00,23/04/2015,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis
Transport - Vehicle Maintenance,-77.41,18/02/2014,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabit
Transport - Taxi & Rideshare,-289.08,28/07/2015,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce la
Holiday & Travel - Vehicle Rentals,-278.38,12/01/2017,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Mor"
Banking & Finance - Loan Repayments,-101.11,4/06/2017,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis"
Holiday & Travel - Flights,-294.81,4/03/2015,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibu
Groceries - Supermarkets,-80.28,26/05/2016,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat i"
Shopping - Clothing & Fashion,-6.31,2/02/2014,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ul"
Household Utilities - Water,-78.26,5/02/2015,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta
Shopping - Clothing & Fashion,-6.35,12/05/2014,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi 
Health & Beauty - Eyewear,-356.06,28/11/2017,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phase"
Transport - Fuel,-16.77,7/12/2014,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus"
Insurance - Car Insurance,-86.31,16/01/2014,Morbi vel lectus in quam fringilla rhoncus.
Home - Rent,-64.41,27/12/2014,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rh
Groceries - Supermarkets,-90.15,25/04/2015,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Work & Study - Other Work & Study,-44.17,10/11/2014,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nul"
Health & Beauty - Gyms & Fitness,-42.56,1/11/2016,Etiam justo. Etiam pretium iaculis justo.
Groceries - Liquor Stores,-69.58,23/03/2015,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce la
Holiday & Travel - Other Travel,-134.85,6/03/2016,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
Household Utilities - Water,-37.09,14/02/2015,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nis
Transport - Fuel,-67.87,18/05/2014,Phasellus id sapien in sapien iaculis congue.
Shopping - Other Shopping,-107.36,9/02/2017,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
Food & Drinks - Takeaways,-117.49,1/10/2017,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, e"
Shopping - Homewares,-92.60,11/02/2014,Nunc purus.
Home - Services & Trades,-217.93,15/09/2014,Maecenas pulvinar lobortis est.
Work & Study - Course Fees,-172.43,16/07/2016,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi e"
Household Utilities - Water,-220.65,23/09/2016,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobo"
Shopping - Homewares,-24.38,8/02/2016,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursu"
Shopping - Clothing & Fashion,-406.83,22/08/2015,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis "
Health & Beauty - Doctors & Dentist,-61.05,17/12/2015,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidu"
Work & Study - Books & Stationery,-27.07,10/01/2014,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Ves"
Work & Study - Books & Stationery,-110.14,18/08/2015,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. N
Work & Study - Other Work & Study,-57.54,12/05/2015,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend "
Shopping - Homewares,-24.32,24/11/2015,Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis
Groceries - Liquor Stores,-250.50,8/12/2015,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in f"
Miscellaneous - Other,-144.98,7/09/2015,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit"
Holiday & Travel - Flights,-218.31,3/03/2016,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien u"
Household Utilities - Phone & Internet,-28.86,4/04/2014,Suspendisse potenti.
Shopping - Sports & Outdoor,-78.80,19/10/2015,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Mo"
Groceries - Supermarkets,-19.76,8/12/2014,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non 
Work & Study - News & Subscriptions,-197.42,18/05/2016,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
Shopping - Clothing & Fashion,-35.26,5/04/2014,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, t"
Groceries - Supermarkets,-112.46,1/08/2017,Praesent blandit.
Banking & Finance - ATM Withdrawals,-90.23,26/08/2017,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
Banking & Finance - Loan Repayments,-113.46,29/04/2015,Pellentesque ultrices mattis odio.
Transport - Public Transport,-29.54,23/12/2015,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
Household Utilities - Phone & Internet,-90.91,8/11/2014,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend q"
Transport - Fuel,-104.17,17/11/2016,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sag"
Transport - Vehicle Maintenance,-89.41,20/09/2017,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tin"
Shopping - Sports & Outdoor,-374.13,30/01/2014,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viver
Shopping - Electronics & Appliances,-68.68,24/03/2015,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viver
Holiday & Travel - Vehicle Rentals,-287.52,26/06/2016,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie"
Holiday & Travel - Hotels & Accomodation,-23.23,29/01/2018,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget
Holiday & Travel - Other Travel,-309.89,3/04/2014,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vul
Groceries - Supermarkets,-111.79,28/02/2014,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, a"
Health & Beauty - Doctors & Dentist,-2.86,19/03/2015,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
Food & Drinks - Other Food & Drinks,-11.40,6/11/2017,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nis
Health & Beauty - Eyewear,-19.67,29/11/2017,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nu
Work & Study - Other Work & Study,-29.75,18/02/2014,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean
Shopping - Homewares,-124.68,30/10/2017,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi vene"
Work & Study - Books & Stationery,-42.49,12/12/2016,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien u"
Home - Rent,-36.27,27/11/2016,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien "
Holiday & Travel - Hotels & Accomodation,-50.36,28/12/2016,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue
Insurance - Car Insurance,-78.18,13/07/2015,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum q"
Food & Drinks - Takeaways,-44.87,10/12/2017,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, t"
